name,balance,num_cards,marital_status,tertiary_educated,success
Annie Wesley,-339915,8,married,false,false
Sonny Ali,-213000,12,single,false,false
Nerris Robertson,-248148,6,single,false,false
Thomas Robertson,-254291,4,divorced,true,false
David Olsen,-217523,7,divorced,true,false
William Lister,-221039,9,single,false,false
Paul Ali,-52643,1,divorced,true,false
Franklin Ali,-80132,14,single,true,false
Paul Olsen,-301337,8,married,false,true
Ali George,-107653,15,divorced,false,true
Bob Ousterhout,-314201,11,single,false,true
Franklin Pixi,-144863,9,divorced,true,false
Daniel Stallman,-134846,12,divorced,true,false
Peter George,-320115,9,single,false,false
Annie Ousterhout,-272911,17,single,true,true
Richard Ali,-49670,18,married,false,true
Richard Clarke,-232972,4,single,false,false
Maryam Hally,-68798,2,married,true,false
Bob Ali,-271506,6,single,false,false
James Pixi,-253302,14,divorced,true,false
Paul Pixi,-291747,1,single,false,false
David Stallman,-76608,20,divorced,true,false
Clive George,-188482,5,divorced,false,false
Richard Field,-272615,1,single,true,false
Franklin Lister,-126447,1,single,true,true
William Field,-88941,11,single,true,true
Daniel Ousterhout,-292723,3,married,false,true
Clive Ousterhout,-248899,4,divorced,true,true
Zach Wesley,-105029,17,married,true,true
Clive Hally,-114117,6,divorced,false,false
Peter Wesley,-70248,10,single,true,true
Maryam Stallman,-131767,10,divorced,true,true
Thomas Hardy,-295913,20,divorced,true,true
Peter Ali,-279049,20,single,false,true
Daniel Pixi,-162061,7,married,false,false
John Hally,-118860,9,married,true,false
Bob Harold,-17037,7,divorced,false,true
Zeb Olsen,-5616,20,single,false,false
Zach Wesley,-76688,2,married,false,false
Ali Clarke,-300538,17,single,true,true
Franklin Field,-51328,5,married,false,true
James Clarke,-2157,2,divorced,false,false
John Levy,-143502,16,divorced,false,false
James Lister,-17449,12,married,false,false
James Robertson,-5517,15,divorced,true,true
David George,-34033,20,single,false,false
Thomas Lister,-77987,15,single,true,true
Annie Hardy,-106449,12,divorced,false,true
Zeb Stallman,-188092,20,single,true,true
Annie Hardy,-219650,3,single,true,false
Zeb Olsen,-214796,6,married,false,false
Zeb Olsen,-32877,10,divorced,true,true
Sonny Hally,-109792,0,single,true,true
Maryam Hally,-72061,7,divorced,false,false
William Ali,-216838,4,divorced,true,false
Clive Harold,-79336,20,single,true,false
David Olsen,-37261,20,single,false,false
Nerris Wesley,-263425,10,divorced,false,false
Peter Field,-64899,8,divorced,true,false
Peter Hardy,-317041,2,divorced,false,true
Maryam Wesley,-301733,8,single,false,false
Ali Pixi,-323776,12,single,true,false
Paul Ornstein,-76372,6,single,false,true
David Olsen,-15023,2,divorced,true,true
Thomas George,-52313,20,married,true,true
Sonny Levy,-334946,1,married,true,true
Annie Ali,-71288,10,single,true,true
Zeb Harold,-200143,3,single,false,true
Zach Pixi,-92119,18,single,true,false
John Levy,-307645,9,single,true,true
William Olsen,-174606,16,single,true,true
Zach Ousterhout,-304520,10,divorced,true,true
Ali George,-18568,17,married,true,true
Thomas Wesley,-60223,0,divorced,false,false
Richard George,-301692,7,single,true,true
John Hardy,-294780,8,single,false,false
Zeb Pixi,-39504,4,married,true,false
Sonny George,-117750,16,single,false,true
Nerris Hardy,-174753,15,divorced,false,false
Nerris Clarke,-33196,3,single,true,false
Ali Wesley,-284622,7,divorced,false,true
Maryam Pixi,-287841,14,married,false,false
Ali Levy,-210607,10,single,true,true
Bob Harold,-249939,5,single,true,true
Zeb Ali,-23974,3,single,false,true
Zeb Robertson,-80228,1,divorced,true,true
Clive Levy,-95053,20,divorced,true,false
Thomas Stallman,-200480,20,divorced,false,false
Bob Ornstein,-30827,0,single,false,false
Richard Hally,-39125,8,married,true,true
Franklin Hally,-327355,14,single,true,true
Zach Pixi,-16419,1,married,false,false
Annie Ornstein,-20355,0,married,true,true
Thomas Clarke,-188414,10,divorced,false,false
Bob George,-86686,18,single,true,false
Zeb Olsen,-173751,17,married,true,true
James Clarke,-179604,14,married,true,true
James Hally,-228279,14,divorced,false,false
William Olsen,-88242,3,single,true,true
Clive Field,-179396,14,single,true,false
Peter Ali,-254797,19,married,false,false
Annie Field,-197754,18,single,true,true
John Clarke,-241480,11,divorced,false,false
Paul Ali,-322009,10,married,false,true
Nerris Levy,-213437,12,single,false,false
John Clarke,-118440,12,single,true,true
Zach Harold,-304859,5,single,false,false
Clive Robertson,-193599,10,divorced,false,true
Ali Wesley,-122707,14,married,true,false
Annie Wesley,-102868,12,single,false,false
David Lister,-349406,10,divorced,false,false
Richard Pixi,-211527,7,single,false,false
Sonny Hardy,-197913,5,married,false,true
David Harold,-330188,12,divorced,true,false
Bob Lister,-98393,11,divorced,true,true
Clive Wesley,-40191,4,divorced,true,false
John Ali,-276226,12,single,true,true
Richard Levy,-170070,13,divorced,true,true
Clive Hardy,-281026,0,married,false,true
Maryam Pixi,-325984,11,married,true,true
James Lister,-167432,7,married,true,false
Annie Wesley,-323241,5,divorced,true,false
Richard Stallman,-46484,19,divorced,true,true
Ali Robertson,-26693,11,single,true,false
Daniel Hardy,-307076,15,divorced,true,false
Sonny Olsen,-6576,18,single,true,true
Zeb Hardy,-158331,11,single,true,false
William Ousterhout,-79293,20,married,true,true
Thomas Levy,-277602,11,single,true,true
Annie Robertson,-159916,7,divorced,false,false
Daniel Clarke,-137092,14,single,false,false
Zeb Levy,-198379,18,divorced,true,true
Daniel Clarke,-252277,19,divorced,false,false
Maryam Ousterhout,-237627,14,single,false,true
Zeb George,-189569,0,married,false,true
Peter Hardy,-195043,2,single,true,true
Zach Harold,-279026,1,divorced,true,false
Maryam George,-197874,3,single,true,false
Nerris Pixi,-44940,1,single,false,true
David Lister,-87341,8,married,true,false
Ali Wesley,-247657,18,single,false,false
Maryam Lister,-16943,18,divorced,false,true
Zeb George,-336781,19,married,true,true
Clive Harold,-297879,11,married,false,true
James Wesley,-261843,10,married,true,true
Nerris Hally,-349280,12,divorced,true,true
Maryam George,-187135,20,married,true,false
Thomas Ali,-261984,15,divorced,false,false
Bob Field,-211522,11,married,true,false
Ali Robertson,-260951,6,divorced,true,false
Richard Harold,-302010,2,single,false,false
Maryam Pixi,-67006,4,divorced,true,true
James Hally,-192891,10,single,true,false
Maryam Pixi,-248561,10,single,true,true
Ali Robertson,-141883,12,married,false,true
William Hardy,-220391,11,divorced,false,false
Ali Clarke,-186139,16,divorced,false,false
Bob Harold,-188299,0,divorced,true,true
John Levy,-191065,4,divorced,false,false
Richard Olsen,-136897,1,single,false,true
Annie Stallman,-136230,2,divorced,false,false
James Ousterhout,-17163,6,single,false,false
Ali Ornstein,-306899,5,single,false,false
Maryam Ali,-74653,18,married,false,false
Ali Robertson,-144111,11,single,false,true
Sonny Ousterhout,-204362,10,married,false,false
Thomas Hardy,-36518,13,single,true,false
Franklin Ali,-254126,3,married,true,false
Annie Ornstein,-228646,0,single,true,true
David Pixi,-317553,10,single,false,true
Maryam Ali,-201538,3,single,true,true
Annie Stallman,-277126,8,married,true,true
John Lister,-125491,20,single,true,false
Annie Ousterhout,-97471,17,divorced,false,true
Sonny Ousterhout,-321064,18,married,true,true
John Field,-93700,20,divorced,true,false
Maryam Olsen,-174412,2,divorced,false,true
David Hardy,-233911,2,divorced,true,true
John Robertson,-165947,14,married,true,false
Franklin Hardy,-100769,8,divorced,true,false
Maryam George,-137746,6,married,true,true
Bob Levy,-160911,12,married,false,false
Thomas Wesley,-106150,19,divorced,false,true
John Lister,-222343,16,single,false,false
Daniel Field,-79937,1,divorced,true,true
Nerris Hally,-72475,10,single,false,true
Zach Hally,-231841,12,divorced,true,false
Thomas Field,-56293,16,single,false,true
David Clarke,-92484,8,single,false,true
Peter Ousterhout,-101485,0,married,true,false
Franklin Hardy,-136979,2,married,true,true
David Wesley,-119082,16,married,false,false
David Harold,-269895,14,married,false,false
Franklin Ousterhout,-111533,8,single,true,false
Franklin Field,-254127,2,single,false,true
Zach Ornstein,-232835,17,divorced,true,false
Daniel Hally,-281144,8,single,true,false
Zach Lister,-167914,4,married,false,false
Zeb Ali,-262934,1,divorced,false,true
Zeb Pixi,-134398,2,divorced,false,true
Zach Hardy,-134475,8,married,false,true
Maryam Hardy,-254242,11,single,false,false
Nerris Ousterhout,-4347,19,single,true,false
John Robertson,-244439,9,married,false,true
Zach Hardy,-29973,0,divorced,true,true
John Stallman,-77105,1,divorced,false,true
David Harold,-327698,4,divorced,true,false
Thomas Hally,-254188,3,divorced,false,true
Thomas Clarke,-26030,8,single,false,true
Daniel Harold,-39287,13,single,true,true
Zach Harold,-92218,3,single,false,false
William Stallman,-238454,19,divorced,true,false
Peter Ali,-134368,11,single,false,true
Annie Clarke,-314878,0,married,false,true
Zach Ornstein,-97743,16,single,true,false
Richard Stallman,-93155,3,divorced,true,true
John Field,-100130,2,divorced,false,true
John Field,-144343,8,married,false,true
Richard Wesley,-177029,8,single,true,false
Nerris Stallman,-231243,6,married,true,false
Ali Stallman,-181366,1,single,true,true
Thomas Lister,-333269,13,divorced,true,false
James Lister,-128029,0,single,false,false
Nerris Clarke,-167524,20,single,true,true
William Lister,-137364,13,divorced,true,true
David Robertson,-180683,18,single,true,true
Peter George,-117243,2,single,true,false
Richard Hardy,-321180,6,divorced,false,true
Franklin George,-221860,20,divorced,false,true
Annie Wesley,-124680,19,single,true,true
Franklin Stallman,-273263,19,divorced,true,false
James Hardy,-318358,17,divorced,false,false
William Hardy,-141612,12,married,true,true
John Levy,-24485,12,divorced,true,false
Zeb Stallman,-53111,13,married,true,true
Maryam Harold,-19890,7,married,true,false
Daniel Hardy,-21501,20,divorced,false,true
Nerris Clarke,-328729,14,married,true,false
Nerris Clarke,-299233,10,divorced,true,false
Bob Clarke,-180225,18,single,false,true
William Field,-183488,3,divorced,true,true
Clive Hardy,-293443,12,divorced,false,true
Daniel George,-247149,5,married,true,true
Maryam Field,-303109,6,married,true,true
John Ousterhout,-224957,5,married,false,true
John Ali,-5210,9,single,false,true
Peter Clarke,-127643,11,married,false,false
Peter Levy,-127074,19,divorced,false,false
Franklin Levy,-208535,1,married,true,true
Nerris Ousterhout,-42851,8,married,false,false
Paul Ali,-272084,11,divorced,false,true
Thomas Field,-286778,15,married,false,false
Daniel Wesley,-51413,3,married,true,false
John Ali,-184116,20,single,false,true
Franklin Lister,-104885,15,married,true,false
Ali Ali,-333435,13,single,true,false
William Hardy,-179768,16,divorced,false,true
Bob Wesley,-74541,5,divorced,true,true
Franklin Olsen,-182127,11,divorced,true,false
Maryam George,-50715,14,married,false,false
Zeb Ornstein,-283454,8,divorced,true,true
Franklin Ornstein,-57934,19,divorced,false,true
Annie Pixi,-122652,6,divorced,true,false
Bob Olsen,-144407,7,married,false,false
Peter Ousterhout,-334845,19,married,true,true
Thomas Field,-7639,17,divorced,false,true
Nerris Hally,-251690,3,divorced,true,false
Richard Hardy,-334466,2,married,true,false
William Hally,-245086,7,single,true,true
Zach Clarke,-321931,4,divorced,false,false
Clive Ousterhout,-273482,8,divorced,true,true
Bob Harold,-324816,13,divorced,true,true
John George,-15614,15,single,true,false
Thomas Pixi,-318772,20,single,true,true
Thomas Clarke,-206443,10,single,true,true
Bob Stallman,-303648,8,married,true,false
Annie Robertson,-208681,1,divorced,true,false
James Hardy,-167454,6,single,false,false
Zach Hardy,-297180,2,single,false,false
Clive Ornstein,-46774,0,divorced,false,true
Clive Ornstein,-6708,10,single,false,false
Richard Lister,-28887,3,divorced,false,false
Peter Ousterhout,-233133,10,single,false,true
Richard Field,-253259,17,single,false,false
Maryam Wesley,-293239,8,single,false,false
Paul Ousterhout,-100891,11,married,true,true
John Ousterhout,-166510,13,single,false,false
Richard Olsen,-266458,17,single,false,false
Clive Clarke,-248957,9,single,true,true
Sonny Harold,-62112,5,married,true,true
Maryam Lister,-10621,11,divorced,false,true
Richard Ornstein,-190114,17,divorced,false,false
John Hally,-120331,16,married,false,false
Paul George,-216776,4,married,false,false
Peter Field,-262106,17,married,true,false
David Stallman,-12773,4,single,true,false
Annie Clarke,-221885,16,married,true,true
Bob Clarke,-141988,11,divorced,true,true
Franklin Robertson,-312181,11,married,false,false
Maryam Harold,-324300,9,single,true,true
Annie Stallman,-283492,12,single,false,false
Peter Clarke,-109408,9,single,false,true
Richard Ali,-288147,20,married,true,true
David Clarke,-216621,13,single,false,true
Peter Pixi,-323085,16,single,false,false
Richard Wesley,-7504,6,married,false,false
David Pixi,-36813,9,married,false,false
Zeb Ali,-268978,15,single,true,true
Clive Pixi,-219189,6,married,true,true
Daniel Field,-28344,5,single,true,false
James Clarke,-171036,5,divorced,false,false
Richard Levy,-53102,1,divorced,false,false
Peter Wesley,-71694,0,married,true,true
Bob Clarke,-81626,19,single,false,true
Bob Pixi,-117893,19,married,true,true
Peter Pixi,-98136,19,divorced,true,true
Nerris Wesley,-242273,10,divorced,true,false
Paul Lister,-34161,17,single,true,true
Zeb Field,-218813,7,divorced,false,true
Bob Olsen,-45791,4,single,true,false
James Harold,-205226,20,divorced,false,true
Thomas Hardy,-96545,7,divorced,true,true
Bob Stallman,-25114,8,single,true,false
Clive Hardy,-337258,0,single,false,true
Ali Ornstein,-214069,4,single,false,false
James Ali,-158521,8,divorced,true,true
Bob Ornstein,-64364,1,divorced,false,true
Peter Stallman,-202731,17,married,false,true
Annie Harold,-26682,2,single,true,false
Clive Stallman,-32688,12,single,true,true
David Hally,-8603,10,divorced,false,true
Richard Hally,-230226,3,divorced,true,false
Bob Wesley,-3301,4,divorced,false,true
Peter Wesley,-35727,12,married,false,false
Peter Harold,-262086,16,divorced,true,true
David Hardy,-109675,13,married,true,false
Franklin Harold,-25375,18,single,true,false
Zach Field,-290812,0,married,false,false
Ali Wesley,-310257,20,married,false,true
Peter Levy,-283513,12,divorced,true,false
Clive Olsen,-285103,4,single,false,false
William Olsen,-298434,18,married,false,true
Daniel Levy,-247986,1,married,true,true
David Hardy,-50462,17,divorced,true,true
John Ousterhout,-291228,0,single,true,true
John Ousterhout,-349680,6,married,true,false
Annie Olsen,-297143,18,single,true,true
Daniel Ali,-205870,1,married,true,true
Clive Clarke,-156470,18,single,false,false
David Wesley,-19877,20,divorced,false,true
Nerris Hally,-264214,12,divorced,true,true
Thomas Clarke,-257483,19,divorced,false,true
Thomas Ousterhout,-58505,10,divorced,false,false
James Pixi,-53386,9,married,false,false
Ali Wesley,-87337,13,married,false,true
John Stallman,-155794,7,divorced,true,true
Maryam Wesley,-123953,17,married,true,false
James Clarke,-246542,9,divorced,false,false
David Harold,-187060,12,divorced,true,false
Sonny Clarke,-242176,3,single,true,false
William Lister,-96128,8,married,false,true
Richard Stallman,-223787,9,single,true,true
Annie Lister,-80952,6,married,true,false
Maryam Levy,-56867,3,divorced,false,false
William Hally,-254401,20,single,false,true
Paul Stallman,-84214,13,divorced,true,false
Zach Lister,-52056,6,single,false,true
Richard Wesley,-46147,2,single,true,true
Annie Pixi,-78699,11,married,true,false
Peter Wesley,-340913,9,married,true,true
Maryam George,-31236,7,divorced,true,false
Zach Olsen,-317255,17,single,true,false
Annie Field,-94777,4,divorced,true,true
David Levy,-254611,17,divorced,true,true
Sonny Harold,-310020,7,single,false,false
William Pixi,-13025,2,single,false,false
Ali Stallman,-217097,16,single,false,false
Annie Ali,-13966,18,single,true,false
Zeb George,-144901,12,single,true,false
William George,-26758,9,single,false,true
Zach Harold,-27983,12,divorced,false,true
John Hardy,-159262,16,married,false,true
Paul Field,-23063,19,married,false,true
Nerris Pixi,-196123,5,married,false,false
Paul Lister,-79307,7,single,true,false
William Levy,-28109,11,married,true,false
John Harold,-111913,3,single,false,true
Richard Robertson,-85449,6,single,false,true
Franklin Pixi,-229019,2,married,false,false
James Ousterhout,-320049,13,single,true,false
Zeb Pixi,-167133,15,married,false,true
David Stallman,-29977,17,divorced,false,true
James Pixi,-107335,0,single,true,false
Annie Lister,-30432,20,single,false,false
Paul Robertson,-258560,3,married,false,true
Peter Ali,-84247,1,single,false,false
Bob Olsen,-66553,20,divorced,true,true
Franklin Pixi,-172035,5,single,true,false
Maryam Hally,-319150,16,married,false,true
Maryam Ornstein,-282599,10,single,true,true
Nerris Hally,-156293,8,single,true,false
Richard Levy,-255535,9,single,false,false
Franklin Pixi,-178082,17,divorced,false,false
Franklin Harold,-201683,3,married,false,true
Paul Ousterhout,-223638,12,divorced,true,true
John Ousterhout,-62377,11,single,false,true
Peter George,-40862,20,single,false,false
Franklin Stallman,-7289,13,married,true,true
Thomas Ali,-244623,13,single,false,true
Franklin Robertson,-268926,5,single,true,false
James Lister,-277931,14,single,true,false
Nerris Olsen,-252927,15,single,true,false
Paul Olsen,-161019,9,divorced,false,false
Zeb Hardy,-338418,6,divorced,false,true
Bob Stallman,-168196,14,single,false,false
Peter Lister,-123741,0,single,true,false
John Levy,-258409,8,married,false,true
Sonny George,-311842,17,single,true,false
Ali Pixi,-4951,18,single,false,false
John George,-318808,5,divorced,true,false
James Field,-60019,17,married,true,false
Bob Olsen,-329326,0,single,true,true
Paul Pixi,-45063,4,single,true,true
Clive Levy,-348226,3,married,false,false
James Ousterhout,-14111,19,divorced,false,true
Maryam Levy,-292340,12,married,false,true
Clive Ali,-287300,14,divorced,false,false
William Levy,-262405,10,divorced,true,false
Sonny Harold,-155385,0,married,true,false
Nerris Ousterhout,-55598,3,divorced,true,false
James Hardy,-309478,8,single,false,false
James Field,-333287,16,single,false,true
Daniel Harold,-349447,11,divorced,true,true
Nerris Hally,-206751,15,married,true,true
Peter Harold,-48772,0,married,true,true
James Robertson,-309169,4,married,false,true
William Harold,-310880,0,married,false,false
Thomas Levy,-297727,17,married,true,true
Franklin Pixi,-273755,5,married,true,true
John Olsen,-44525,0,married,true,false
Clive Hardy,-165225,7,married,true,true
Nerris Olsen,-293795,14,divorced,false,false
John Ali,-152851,16,single,false,true
Bob Pixi,-252572,16,single,true,false
Zeb Robertson,-106438,2,divorced,false,true
Annie Robertson,-59740,4,single,true,false
Bob Stallman,-223180,12,divorced,true,false
Paul Lister,-2891,18,divorced,true,false
Thomas Hally,-237096,3,married,true,false
Daniel Harold,-28710,14,single,true,false
Peter Wesley,-323577,3,divorced,false,false
Zeb George,-314030,15,divorced,false,false
Nerris Hardy,-348650,17,single,false,true
David Pixi,-100537,11,single,true,true
John Clarke,-338539,10,divorced,true,true
James Pixi,-293659,4,married,false,true
Maryam Lister,-333482,7,divorced,false,false
Zeb Ornstein,-43521,5,single,true,false
Richard Field,-99432,13,single,true,false
Thomas Ousterhout,-331888,20,married,false,true
Ali Ali,-134587,0,single,true,true
Thomas Ornstein,-218762,16,single,true,true
Zeb Pixi,-286835,0,single,false,true
Sonny Ornstein,-26248,19,married,false,true
Zeb Hally,-51679,8,single,true,false
Thomas Stallman,-42523,4,single,false,true
Thomas Robertson,-115728,19,single,true,true
James Field,-92160,19,married,true,true
David Clarke,-323974,2,single,true,true
Peter Levy,-154904,3,married,true,false
Franklin Hardy,-340876,5,divorced,false,false
Peter Levy,-349500,0,married,true,false
Daniel Levy,-216778,2,single,false,true
Zeb George,-240515,20,married,false,false
William Ousterhout,-297108,12,married,true,true
David Ornstein,-104512,13,single,true,false
James Hally,-11853,8,single,true,true
William Hardy,-249867,14,single,true,true
Annie Hally,-31494,19,divorced,false,false
Nerris Stallman,-243872,14,divorced,false,false
Annie Olsen,-151024,10,divorced,false,false
Ali Wesley,-1230,13,divorced,true,false
Daniel Olsen,-197059,6,married,false,false
Daniel Hally,-252942,0,single,false,false
Clive Hally,-14058,9,married,true,false
Zach Hally,-305112,2,single,true,true
Bob George,-79857,18,single,true,false
Clive Lister,-317458,1,divorced,true,false
Clive Lister,-329297,8,married,false,false
John Wesley,-72637,15,single,false,true
Richard Ornstein,-64269,13,divorced,true,true
Clive Field,-194986,17,married,false,true
John Ornstein,-225253,0,single,true,true
Franklin Clarke,-85010,7,married,false,false
Richard Olsen,-215676,0,married,false,false
Ali Harold,-81801,10,single,false,true
David Lister,-132167,6,single,false,true
Franklin Ousterhout,-311822,17,divorced,true,true
Zeb Olsen,-162237,19,single,true,false
Daniel Field,-23805,6,divorced,true,false
Sonny Olsen,-321103,0,married,true,false
Clive Lister,-153988,2,married,true,true
Thomas Robertson,-295266,1,single,true,true
Sonny Pixi,-317982,19,married,false,false
Sonny Wesley,-167942,18,married,true,false
William Robertson,-47556,8,single,false,false
Zeb Hardy,-305021,9,married,true,true
Annie Hardy,-168209,0,married,true,true
James Stallman,-161691,2,divorced,true,false
Maryam Lister,-102774,2,married,true,true
Zach Robertson,-30565,11,divorced,false,true
James Olsen,-252744,11,divorced,true,true
Paul Hardy,-144485,12,single,true,false
Daniel Pixi,-129981,5,married,false,false
Thomas Harold,-306132,1,married,true,false
Daniel Hally,-333361,4,divorced,true,true
Annie George,-47237,15,divorced,true,true
Maryam Ousterhout,-220933,10,divorced,true,true
Thomas Harold,-85781,7,married,false,true
James Field,-45069,19,married,true,false
Daniel Ousterhout,-248417,7,divorced,false,true
Zach Ali,-35752,8,divorced,true,false
Franklin Robertson,-148961,12,married,true,true
Franklin Ousterhout,-109535,7,single,true,false
Ali George,-202351,2,single,true,false
Maryam Levy,-193279,17,divorced,false,false
John Hally,-61414,17,divorced,true,false
Richard Ousterhout,-235773,15,single,true,false
Clive Hally,-309322,18,divorced,false,true
Sonny George,-9390,14,married,false,true
Ali Robertson,-8402,3,divorced,true,false
Paul Hardy,-144222,4,single,true,true
Peter Harold,-288802,10,divorced,false,true
Sonny Harold,-79074,10,single,true,true
Nerris Ornstein,-250875,6,married,false,false
Daniel Ousterhout,-311587,1,divorced,false,false
Paul Lister,-212007,6,single,true,true
Thomas Levy,-287495,6,single,true,false
David Lister,-170916,0,married,false,false
Ali Clarke,-121339,8,single,false,false
Daniel Ousterhout,-150344,4,single,true,true
Zach Levy,-283161,9,divorced,true,false
Sonny Hardy,-221117,14,single,false,false
Nerris Hally,-193501,3,married,true,false
Maryam Ali,-302872,15,divorced,false,true
Thomas Wesley,-349540,1,divorced,true,true
Bob Robertson,-115363,8,married,false,false
William George,-132865,15,divorced,false,true
David Olsen,-197685,4,married,false,false
Peter Clarke,-269576,0,divorced,false,true
Annie Robertson,-308949,17,divorced,false,false
Ali Clarke,-218797,2,married,true,true
William Lister,-337139,15,divorced,true,true
Ali George,-174254,14,married,true,false
Maryam Levy,-279808,11,married,false,false
Zach Wesley,-266638,2,married,true,false
Peter Pixi,-203541,19,divorced,false,false
Paul Robertson,-343488,15,married,true,true
Peter Clarke,-235123,19,married,true,false
Zeb Olsen,-36452,17,single,true,false
Peter Wesley,-231915,0,single,false,false
John Hally,-214990,20,divorced,false,false
Clive Robertson,-95476,14,married,true,true
Clive Ornstein,-29887,3,divorced,false,true
Zeb Hally,-331155,3,single,true,true
Sonny Hally,-270161,19,married,false,true
Annie Stallman,-186862,1,divorced,true,false
Paul Ali,-209234,10,married,false,false
Zach Robertson,-200941,17,divorced,false,false
John Hally,-79676,13,single,false,false
Sonny Olsen,-203362,10,divorced,true,false
Richard Ali,-198046,18,married,true,true
Ali Robertson,-342969,15,married,true,true
Peter Hally,-172638,6,married,true,true
Zach Stallman,-280874,7,married,true,true
Clive Stallman,-145890,2,divorced,true,true
Zeb Stallman,-128951,15,married,false,false
Zach Olsen,-300302,3,single,false,false
Richard Harold,-36581,12,divorced,false,true
Paul Ousterhout,-77666,3,single,true,false
Richard Wesley,-211929,0,married,false,false
David Robertson,-107381,17,divorced,true,false
William Lister,-70648,5,divorced,true,false
Annie Hardy,-200420,17,married,true,false
Paul Ornstein,-261607,17,married,false,true
Annie Hally,-51739,11,divorced,true,false
Zeb Hardy,-256584,2,single,true,true
Daniel Robertson,-87891,20,divorced,false,false
Zeb Hally,-289264,6,divorced,true,false
Ali George,-135501,2,married,false,true
Zeb Levy,-88427,5,divorced,true,true
David Ali,-119889,0,married,false,false
Maryam Field,-222563,5,single,true,false
Thomas Pixi,-112974,3,single,true,false
Daniel Robertson,-229500,0,single,true,true
Daniel Field,-255116,12,married,true,true
David Ornstein,-263278,11,married,false,true
Bob Hally,-92280,3,married,true,true
Ali Hardy,-26555,4,divorced,false,true
Franklin Robertson,-90188,14,single,false,true
Thomas Pixi,-349421,16,married,false,true
Peter Harold,-245219,20,divorced,true,true
Sonny Harold,-45166,5,divorced,true,false
David Field,-235825,4,single,false,true
James Field,-179233,11,single,false,true
Zeb Pixi,-269227,16,single,true,false
Richard Wesley,-313667,3,single,true,false
Annie George,-265636,5,divorced,false,true
Ali Lister,-139787,5,married,true,true
Annie Stallman,-336558,13,divorced,true,false
Clive Pixi,-252698,15,single,false,false
Sonny Olsen,-235521,17,single,true,false
Nerris Pixi,-256717,14,divorced,false,true
Clive Olsen,-168596,9,married,true,false
Zach George,-37086,7,divorced,true,true
Thomas Hally,-344522,1,single,true,false
Maryam Wesley,-95202,17,single,true,true
Nerris Hally,-286157,12,single,true,true
Daniel Olsen,-271804,20,single,true,false
Zeb Pixi,-77264,9,divorced,true,true
Paul Ornstein,-189333,8,single,true,true
Peter Wesley,-33007,6,married,false,false
Zeb Olsen,-295316,13,single,true,true
Sonny George,-260139,6,married,false,false
Peter Levy,-13124,7,divorced,true,true
Thomas Olsen,-14505,0,divorced,false,true
David Olsen,-246419,6,divorced,true,false
David Lister,-184897,9,divorced,true,true
William Pixi,-314192,19,single,false,true
Sonny Robertson,-214382,4,single,true,true
Nerris Robertson,-264784,4,divorced,false,false
Maryam Ousterhout,-195418,2,married,true,true
Daniel George,-142159,6,divorced,false,false
Peter Olsen,-346448,12,divorced,true,true
Bob George,-95819,4,divorced,true,true
Ali Lister,-330547,7,single,false,false
James Ali,-3869,18,single,false,false
David Pixi,-113415,20,married,true,true
Thomas Olsen,-51957,1,married,true,false
Zach Hardy,-169374,2,single,false,true
Franklin Stallman,-160405,18,married,false,false
Thomas Stallman,-263095,7,married,true,true
Paul Hally,-109064,0,married,false,false
Sonny Ornstein,-200277,14,single,true,true
Nerris George,-201497,1,single,true,false
Maryam Clarke,-320284,7,divorced,true,true
Paul Ousterhout,-95804,19,divorced,true,true
Sonny Levy,-182900,8,single,false,false
Franklin Olsen,-255228,4,single,true,false
Ali Wesley,-40807,13,married,false,false
William Robertson,-172105,19,divorced,false,false
Ali Ousterhout,-267378,13,married,false,true
Sonny Wesley,-136134,15,married,false,true
Ali Ousterhout,-333181,17,single,false,true
Sonny Robertson,-19594,12,single,false,false
William Harold,-93643,15,single,false,false
John Wesley,-305094,20,married,true,true
John Robertson,-194870,9,divorced,false,true
Thomas Ousterhout,-198826,8,divorced,false,false
Sonny George,-245475,14,divorced,true,false
James George,-144489,8,divorced,true,true
Clive George,-154759,1,single,false,false
Peter Robertson,-99724,13,single,true,false
Thomas Pixi,-148488,7,divorced,true,true
Paul Hally,-347262,10,divorced,true,true
John Clarke,-60492,2,single,false,false
David Clarke,-134240,14,divorced,false,true
Ali Ornstein,-5207,12,married,false,true
Annie Ali,-284762,12,single,false,true
Peter Field,-34021,12,married,false,false
Clive Clarke,-44634,16,divorced,true,false
James Ali,-240443,7,single,true,true
Maryam Wesley,-16322,15,married,false,true
Thomas Olsen,-207266,20,single,true,true
Peter Stallman,-72158,15,married,false,false
Peter Lister,-29936,16,married,false,true
Peter Ornstein,-83428,8,married,true,false
William Levy,-26919,14,married,true,true
Paul Ousterhout,-284594,14,single,false,true
David Ali,-69308,12,single,false,true
Sonny Wesley,-236801,6,married,false,true
Sonny Levy,-267088,11,single,false,false
Ali Ali,-242250,12,married,false,false
James Olsen,-59856,13,divorced,false,false
William Stallman,-223868,11,single,true,true
Zeb Ali,-183284,19,divorced,true,false
Richard Hally,-272521,11,divorced,false,false
Franklin George,-228417,1,single,true,false
Annie Wesley,-317361,15,married,false,true
Paul Robertson,-214846,19,divorced,true,false
David Olsen,-299624,14,single,true,false
William Harold,-86273,15,single,false,true
Nerris Hally,-149443,9,divorced,true,false
